doc_id,corpus,author,segment_id,marker_category,count,word_count,prevalence
The Cadets and “The Right of Nations to Self-Determination”_12.11.1913,longitudinal,lenin,1,violent_identification,0,724,0
The Campaign Against Finland_4.26.1910,longitudinal,lenin,1,harm_justification,10,1466,6.8212824010914055
The Campaign Against Finland_4.26.1910,longitudinal,lenin,1,violent_identification,2,1466,1.364256480218281
The Communists and the Elections_4.12.1921,longitudinal,gramsci,1,harm_justification,13,1052,12.357414448669202
The Communists and the Elections_4.12.1921,longitudinal,gramsci,1,violent_identification,3,1052,2.8517110266159698
The Communists and the Elections_4.12.1921,non_longitudinal,NA,1,harm_justification,13,1052,12.357414448669202
The Communists and the Elections_4.12.1921,non_longitudinal,NA,1,violent_identification,3,1052,2.8517110266159698
"The Council of Europe, 1949",longitudinal,churchill,1,harm_justification,6,1972,3.0425963488843815
"The Council of Europe, 1949",longitudinal,churchill,1,violent_identification,0,1972,0
The Discussion On Self-Determination Summed Up_7.16,longitudinal,lenin,1,harm_justification,105,14226,7.380851961197807
The Discussion On Self-Determination Summed Up_7.16,longitudinal,lenin,1,violent_identification,10,14226,0.7029382820188388
"The Few, 1940",longitudinal,churchill,1,harm_justification,10,5109,1.9573302016050107
"The Few, 1940",longitudinal,churchill,1,violent_identification,6,5109,1.1743981209630063
The Fourth Climacteric. 1941,longitudinal,churchill,1,harm_justification,3,2039,1.4713094654242276
The Fourth Climacteric. 1941,longitudinal,churchill,1,violent_identification,8,2039,3.92349190779794
The Genoa Conference and Italy (19 April 1922)_4.19.1922,longitudinal,gramsci,1,harm_justification,3,673,4.457652303120357
The Genoa Conference and Italy (19 April 1922)_4.19.1922,longitudinal,gramsci,1,violent_identification,2,673,2.9717682020802374
The Genoa Conference and Italy (19 April 1922)_4.19.1922,non_longitudinal,NA,1,harm_justification,3,673,4.457652303120357
The Genoa Conference and Italy (19 April 1922)_4.19.1922,non_longitudinal,NA,1,violent_identification,2,673,2.9717682020802374
"The Invasion of France, 1944",longitudinal,churchill,1,harm_justification,4,1586,2.5220680958385877
"The Invasion of France, 1944",longitudinal,churchill,1,violent_identification,1,1586,0.6305170239596469
The Latest Word in Bundist Nationalism_8.15.1903,longitudinal,lenin,1,harm_justification,4,1380,2.898550724637681
The Latest Word in Bundist Nationalism_8.15.1903,longitudinal,lenin,1,violent_identification,0,1380,0
"The Lights are Going Out (We Must Arm), 1938",longitudinal,churchill,1,harm_justification,9,2451,3.6719706242350063
"The Lights are Going Out (We Must Arm), 1938",longitudinal,churchill,1,violent_identification,1,2451,0.4079967360261118
The National Equality Bill_3.28.1914,longitudinal,lenin,1,harm_justification,3,529,5.671077504725898
The National Equality Bill_3.28.1914,longitudinal,lenin,1,violent_identification,1,529,1.890359168241966
The National Programme of the R.S.D.L.P._12.15.1913,longitudinal,lenin,1,harm_justification,26,2372,10.961214165261383
The National Programme of the R.S.D.L.P._12.15.1913,longitudinal,lenin,1,violent_identification,0,2372,0
The National Question in Our Programme_7.15.1903,longitudinal,lenin,1,harm_justification,37,3403,10.872759330002939
The National Question in Our Programme_7.15.1903,longitudinal,lenin,1,violent_identification,5,3403,1.4692918013517484
The Nationalisation of Jewish Schools_8.18.1913,longitudinal,lenin,1,harm_justification,5,487,10.266940451745379
The Nationalisation of Jewish Schools_8.18.1913,longitudinal,lenin,1,violent_identification,0,487,0
The Nationality of Pupils in Russian Schools_12.14.1913,longitudinal,lenin,1,harm_justification,8,974,8.213552361396305
The Nationality of Pupils in Russian Schools_12.14.1913,longitudinal,lenin,1,violent_identification,0,974,0
"The Old Lion, 1941",longitudinal,churchill,1,harm_justification,3,1120,2.6785714285714284
"The Old Lion, 1941",longitudinal,churchill,1,violent_identification,2,1120,1.7857142857142856
The Position of the Bund in the Party_10.22.1903,longitudinal,lenin,1,harm_justification,14,4040,3.4653465346534653
The Position of the Bund in the Party_10.22.1903,longitudinal,lenin,1,violent_identification,1,4040,0.24752475247524752
The Protest of the Finnish People_11.20.1901,longitudinal,lenin,1,harm_justification,5,1922,2.6014568158168574
The Protest of the Finnish People_11.20.1901,longitudinal,lenin,1,violent_identification,0,1922,0
The Question of Nationalities or _Autonomisation__12.31.1922,longitudinal,lenin,1,harm_justification,6,2075,2.891566265060241
The Question of Nationalities or _Autonomisation__12.31.1922,longitudinal,lenin,1,violent_identification,0,2075,0
The Revolution against ‘Capital’_12.24.1917,longitudinal,gramsci,1,harm_justification,2,1311,1.5255530129672006
The Revolution against ‘Capital’_12.24.1917,longitudinal,gramsci,1,violent_identification,0,1311,0
The Revolution against ‘Capital’_12.24.1917,non_longitudinal,NA,1,harm_justification,2,1311,1.5255530129672006
The Revolution against ‘Capital’_12.24.1917,non_longitudinal,NA,1,violent_identification,0,1311,0
The Revolutionary Proletariat and the Right of Nations to Self-Determination_10.16.1915,longitudinal,lenin,1,harm_justification,38,2413,15.748031496062993
The Revolutionary Proletariat and the Right of Nations to Self-Determination_10.16.1915,longitudinal,lenin,1,violent_identification,2,2413,0.8288437629506837
The Seventh (April) All-Russia Conference of the R.S.D.L.P.(B.)_4.29.1917,longitudinal,lenin,1,harm_justification,3,1736,1.7281105990783412
The Seventh (April) All-Russia Conference of the R.S.D.L.P.(B.)_4.29.1917,longitudinal,lenin,1,violent_identification,0,1736,0
"The Sinews of Peace, 1946",longitudinal,churchill,1,harm_justification,16,4872,3.284072249589491
"The Sinews of Peace, 1946",longitudinal,churchill,1,violent_identification,3,4872,0.6157635467980296
The Social Significance of the Serbo-Bulgarian Victories_11.7.1912,longitudinal,lenin,1,harm_justification,5,634,7.886435331230284
The Social Significance of the Serbo-Bulgarian Victories_11.7.1912,longitudinal,lenin,1,violent_identification,0,634,0
The Socialist Revolution and the Right of Nations to Self-Determination_2.16,longitudinal,lenin,1,harm_justification,86,4502,19.102621057307864
The Socialist Revolution and the Right of Nations to Self-Determination_2.16,longitudinal,lenin,1,violent_identification,2,4502,0.444247001332741
The Tsar Against the Finnish People_10.31.1909,longitudinal,lenin,1,harm_justification,6,1084,5.535055350553505
The Tsar Against the Finnish People_10.31.1909,longitudinal,lenin,1,violent_identification,2,1084,1.8450184501845017
The Turin factory council movement_3.14.1921,longitudinal,gramsci,1,harm_justification,11,2990,3.6789297658862874
The Turin factory council movement_3.14.1921,longitudinal,gramsci,1,violent_identification,2,2990,0.6688963210702341
The Turin factory council movement_3.14.1921,non_longitudinal,NA,1,harm_justification,11,2990,3.6789297658862874
The Turin factory council movement_3.14.1921,non_longitudinal,NA,1,violent_identification,2,2990,0.6688963210702341
The Ukraine_6.28.1917,longitudinal,lenin,1,harm_justification,1,536,1.8656716417910448
The Ukraine_6.28.1917,longitudinal,lenin,1,violent_identification,0,536,0
The Vatican_3.12.1924,longitudinal,gramsci,1,harm_justification,8,1493,5.358338914936369
The Vatican_3.12.1924,longitudinal,gramsci,1,violent_identification,3,1493,2.0093770931011385
The Vatican_3.12.1924,non_longitudinal,NA,1,harm_justification,8,1493,5.358338914936369
The Vatican_3.12.1924,non_longitudinal,NA,1,violent_identification,3,1493,2.0093770931011385
The War and Russian Social-Democracy_9.28.1914,longitudinal,lenin,1,harm_justification,26,2691,9.66183574879227
The War and Russian Social-Democracy_9.28.1914,longitudinal,lenin,1,violent_identification,2,2691,0.7432181345224824
The Working Class and the National Question_5.10.1913,longitudinal,lenin,1,harm_justification,6,534,11.235955056179774
The Working Class and the National Question_5.10.1913,longitudinal,lenin,1,violent_identification,0,534,0
The events of 2-3 December (1919)_12.6-13.19,longitudinal,gramsci,1,harm_justification,7,1841,3.802281368821293
The events of 2-3 December (1919)_12.6-13.19,longitudinal,gramsci,1,violent_identification,1,1841,0.5431830526887561
The events of 2-3 December (1919)_12.6-13.19,non_longitudinal,NA,1,harm_justification,7,1841,3.802281368821293
The events of 2-3 December (1919)_12.6-13.19,non_longitudinal,NA,1,violent_identification,1,1841,0.5431830526887561
The grimace of Gwynplaine_8.30.1921,longitudinal,gramsci,1,harm_justification,3,871,3.4443168771526977
The grimace of Gwynplaine_8.30.1921,longitudinal,gramsci,1,violent_identification,0,871,0
The grimace of Gwynplaine_8.30.1921,non_longitudinal,NA,1,harm_justification,3,871,3.4443168771526977
The grimace of Gwynplaine_8.30.1921,non_longitudinal,NA,1,violent_identification,0,871,0
The parties and the Masses_9.25.1921,longitudinal,gramsci,1,harm_justification,9,1382,6.512301013024602
The parties and the Masses_9.25.1921,longitudinal,gramsci,1,violent_identification,1,1382,0.723589001447178
The parties and the Masses_9.25.1921,non_longitudinal,NA,1,harm_justification,9,1382,6.512301013024602
The parties and the Masses_9.25.1921,non_longitudinal,NA,1,violent_identification,1,1382,0.723589001447178
The tactic of failure_9.22.1921,longitudinal,gramsci,1,harm_justification,8,1112,7.194244604316547
The tactic of failure_9.22.1921,longitudinal,gramsci,1,violent_identification,0,1112,0
The tactic of failure_9.22.1921,non_longitudinal,NA,1,harm_justification,8,1112,7.194244604316547
The tactic of failure_9.22.1921,non_longitudinal,NA,1,violent_identification,0,1112,0
The two fascisms_8.25.1921,longitudinal,gramsci,1,harm_justification,2,879,2.2753128555176336
The two fascisms_8.25.1921,longitudinal,gramsci,1,violent_identification,2,879,2.2753128555176336
The two fascisms_8.25.1921,non_longitudinal,NA,1,harm_justification,2,879,2.2753128555176336
The two fascisms_8.25.1921,non_longitudinal,NA,1,violent_identification,2,879,2.2753128555176336
The “Vexed Questions” of Our Party_11.1912,longitudinal,lenin,1,harm_justification,7,2638,2.65352539802881
The “Vexed Questions” of Our Party_11.1912,longitudinal,lenin,1,violent_identification,0,2638,0
"Their Finest Hour, 1940",longitudinal,churchill,1,harm_justification,7,4403,1.589825119236884
"Their Finest Hour, 1940",longitudinal,churchill,1,violent_identification,6,4403,1.3627072450601863
Theses on the National Question_6.1913,longitudinal,lenin,1,harm_justification,45,2769,16.25135427952329
Theses on the National Question_6.1913,longitudinal,lenin,1,violent_identification,0,2769,0
To the Communists of Turkestan_11.22.1919,longitudinal,lenin,1,harm_justification,0,212,0
To the Communists of Turkestan_11.22.1919,longitudinal,lenin,1,violent_identification,0,212,0
To the Indian Revolutionary Association_5.13.1920,longitudinal,lenin,1,harm_justification,0,158,0
To the Indian Revolutionary Association_5.13.1920,longitudinal,lenin,1,violent_identification,0,158,0
To the Jewish Workers_5.1905,longitudinal,lenin,1,harm_justification,15,1125,13.333333333333334
To the Jewish Workers_5.1905,longitudinal,lenin,1,violent_identification,0,1125,0
To the section commissars of the FIAT-Brevetti workshops_9.13.1919,longitudinal,gramsci,1,harm_justification,4,1448,2.7624309392265194
To the section commissars of the FIAT-Brevetti workshops_9.13.1919,longitudinal,gramsci,1,violent_identification,1,1448,0.6906077348066298
To the section commissars of the FIAT-Brevetti workshops_9.13.1919,non_longitudinal,NA,1,harm_justification,4,1448,2.7624309392265194
To the section commissars of the FIAT-Brevetti workshops_9.13.1919,non_longitudinal,NA,1,violent_identification,1,1448,0.6906077348066298
To_   S. G. SHAHUMYAN_7.6.1914,longitudinal,lenin,1,harm_justification,1,340,2.941176470588235
To_   S. G. SHAHUMYAN_7.6.1914,longitudinal,lenin,1,violent_identification,0,340,0
Under a False Flag_2.1915,longitudinal,lenin,1,harm_justification,67,7072,9.473981900452488
Under a False Flag_2.1915,longitudinal,lenin,1,violent_identification,2,7072,0.28280542986425344
Vekhi Contributors and Nationalism_4.1913,longitudinal,lenin,1,harm_justification,8,448,17.857142857142858
Vekhi Contributors and Nationalism_4.1913,longitudinal,lenin,1,violent_identification,1,448,2.232142857142857
"War Speech, 1939",longitudinal,churchill,1,harm_justification,0,552,0
"War Speech, 1939",longitudinal,churchill,1,violent_identification,0,552,0
"War of the Unknown Warriors, 1940",longitudinal,churchill,1,harm_justification,5,2085,2.398081534772182
"War of the Unknown Warriors, 1940",longitudinal,churchill,1,violent_identification,7,2085,3.357314148681055
"We Shall Fight on the Beaches, 1940",longitudinal,churchill,1,harm_justification,10,3807,2.6267402153926978
"We Shall Fight on the Beaches, 1940",longitudinal,churchill,1,violent_identification,1,3807,0.2626740215392698
"Winston Churchill's Broadcast on the Soviet-German War, 1941",longitudinal,churchill,1,harm_justification,3,2040,1.4705882352941175
"Winston Churchill's Broadcast on the Soviet-German War, 1941",longitudinal,churchill,1,violent_identification,8,2040,3.9215686274509802
american_civilization.1945,longitudinal,evola,1,harm_justification,22,3231,6.809037449705974
american_civilization.1945,longitudinal,evola,1,violent_identification,0,3231,0
anders_breivik_-_2083_manifesto_-_2011.pdf_book_one,non_longitudinal,NA,1,harm_justification,627,147388,4.254077672537791
anders_breivik_-_2083_manifesto_-_2011.pdf_book_one,non_longitudinal,NA,1,violent_identification,90,147388,0.610633158737482
brenton-tarrant-the-great-replacement-manifesto.pdf,non_longitudinal,NA,1,harm_justification,91,16984,5.35798398492699
brenton-tarrant-the-great-replacement-manifesto.pdf,non_longitudinal,NA,1,violent_identification,34,16984,2.0018841262364577
character_3.3.1917,longitudinal,gramsci,1,harm_justification,0,582,0
character_3.3.1917,longitudinal,gramsci,1,violent_identification,0,582,0
character_3.3.1917,non_longitudinal,NA,1,harm_justification,0,582,0
character_3.3.1917,non_longitudinal,NA,1,violent_identification,0,582,0
cho_manifesto_1.1.pdf,non_longitudinal,NA,1,harm_justification,4,2184,1.8315018315018314
cho_manifesto_1.1.pdf,non_longitudinal,NA,1,violent_identification,2,2184,0.9157509157509157
chronicles of the new order_9.13.1919,longitudinal,gramsci,1,harm_justification,1,507,1.9723865877712032
chronicles of the new order_9.13.1919,longitudinal,gramsci,1,violent_identification,0,507,0
chronicles of the new order_9.13.1919,non_longitudinal,NA,1,harm_justification,1,507,1.9723865877712032
chronicles of the new order_9.13.1919,non_longitudinal,NA,1,violent_identification,0,507,0
dark_age.1934,longitudinal,evola,1,harm_justification,6,861,6.968641114982578
dark_age.1934,longitudinal,evola,1,violent_identification,0,861,0
decadence.1928,longitudinal,evola,1,harm_justification,1,559,1.7889087656529516
decadence.1928,longitudinal,evola,1,violent_identification,0,559,0
degeneration.1938,longitudinal,evola,1,harm_justification,5,2118,2.360717658168083
degeneration.1938,longitudinal,evola,1,violent_identification,0,2118,0
fascism.1928,longitudinal,evola,1,harm_justification,4,1081,3.700277520814061
fascism.1928,longitudinal,evola,1,violent_identification,0,1081,0
islamic_government_governance_of_the_jurist.pdf,non_longitudinal,NA,1,harm_justification,191,68475,2.789339174881343
islamic_government_governance_of_the_jurist.pdf,non_longitudinal,NA,1,violent_identification,25,68475,0.36509675063891933
jihad.1934,longitudinal,evola,1,harm_justification,1,2102,0.4757373929590866
jihad.1934,longitudinal,evola,1,violent_identification,0,2102,0
men or machines_12.24.1916,longitudinal,gramsci,1,harm_justification,3,1155,2.5974025974025974
men or machines_12.24.1916,longitudinal,gramsci,1,violent_identification,0,1155,0
men or machines_12.24.1916,non_longitudinal,NA,1,harm_justification,3,1155,2.5974025974025974
men or machines_12.24.1916,non_longitudinal,NA,1,violent_identification,0,1155,0
milestones-f1.pdf,non_longitudinal,NA,1,harm_justification,366,68070,5.376817981489643
milestones-f1.pdf,non_longitudinal,NA,1,violent_identification,15,68070,0.22036139268400176
neo-pagans.1942,longitudinal,evola,1,harm_justification,6,2536,2.365930599369085
neo-pagans.1942,longitudinal,evola,1,violent_identification,0,2536,0
occult.1953,longitudinal,evola,1,harm_justification,4,1025,3.902439024390244
occult.1953,longitudinal,evola,1,violent_identification,0,1025,0
one year of history_3.16.1918,longitudinal,gramsci,1,harm_justification,4,917,4.362050163576881
one year of history_3.16.1918,longitudinal,gramsci,1,violent_identification,0,917,0
one year of history_3.16.1918,non_longitudinal,NA,1,harm_justification,4,917,4.362050163576881
one year of history_3.16.1918,non_longitudinal,NA,1,violent_identification,0,917,0
patrick_crusius_-_the_inconvenient_truth_about_me.pdf,non_longitudinal,NA,1,harm_justification,10,2420,4.132231404958678
patrick_crusius_-_the_inconvenient_truth_about_me.pdf,non_longitudinal,NA,1,violent_identification,6,2420,2.479338842975207
red ink_4.4.1919,longitudinal,gramsci,1,harm_justification,0,630,0
red ink_4.4.1919,longitudinal,gramsci,1,violent_identification,0,630,0
red ink_4.4.1919,non_longitudinal,NA,1,harm_justification,0,630,0
red ink_4.4.1919,non_longitudinal,NA,1,violent_identification,0,630,0
revolutionaries and elections_11.15.1919,longitudinal,gramsci,1,harm_justification,10,953,10.49317943336831
revolutionaries and elections_11.15.1919,longitudinal,gramsci,1,violent_identification,0,953,0
revolutionaries and elections_11.15.1919,non_longitudinal,NA,1,harm_justification,10,953,10.49317943336831
revolutionaries and elections_11.15.1919,non_longitudinal,NA,1,violent_identification,0,953,0
rodger_manifesto.pdf,non_longitudinal,NA,1,harm_justification,128,109530,1.1686295991965672
rodger_manifesto.pdf,non_longitudinal,NA,1,violent_identification,6,109530,0.054779512462339086
roofmanifesto.pdf,non_longitudinal,NA,1,harm_justification,4,2460,1.6260162601626016
roofmanifesto.pdf,non_longitudinal,NA,1,violent_identification,0,2460,0
split or disorder_12.11-18.1920,longitudinal,gramsci,1,harm_justification,2,931,2.1482277121374866
split or disorder_12.11-18.1920,longitudinal,gramsci,1,violent_identification,0,931,0
split or disorder_12.11-18.1920,non_longitudinal,NA,1,harm_justification,2,931,2.1482277121374866
split or disorder_12.11-18.1920,non_longitudinal,NA,1,violent_identification,0,931,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post.pdf,non_longitudinal,NA,1,harm_justification,301,35252,8.538522637013502
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post.pdf,non_longitudinal,NA,1,violent_identification,13,35252,0.3687734029274935
the ape people_1.2.1921,longitudinal,gramsci,1,harm_justification,11,991,11.099899091826439
the ape people_1.2.1921,longitudinal,gramsci,1,violent_identification,1,991,1.0090817356205852
the ape people_1.2.1921,non_longitudinal,NA,1,harm_justification,11,991,11.099899091826439
the ape people_1.2.1921,non_longitudinal,NA,1,violent_identification,1,991,1.0090817356205852
the conquest of the state_7.12.1919,longitudinal,gramsci,1,harm_justification,20,2212,9.041591320072333
the conquest of the state_7.12.1919,longitudinal,gramsci,1,violent_identification,0,2212,0
the conquest of the state_7.12.1919,non_longitudinal,NA,1,harm_justification,20,2212,9.041591320072333
the conquest of the state_7.12.1919,non_longitudinal,NA,1,violent_identification,0,2212,0
the development of the revolution_9.13.1919,longitudinal,gramsci,1,harm_justification,12,1469,8.168822328114363
the development of the revolution_9.13.1919,longitudinal,gramsci,1,violent_identification,0,1469,0
the development of the revolution_9.13.1919,non_longitudinal,NA,1,harm_justification,12,1469,8.168822328114363
the development of the revolution_9.13.1919,non_longitudinal,NA,1,violent_identification,0,1469,0
the price of history_6.7.1919,longitudinal,gramsci,1,harm_justification,11,1628,6.756756756756757
the price of history_6.7.1919,longitudinal,gramsci,1,violent_identification,2,1628,1.2285012285012284
the price of history_6.7.1919,non_longitudinal,NA,1,harm_justification,11,1628,6.756756756756757
the price of history_6.7.1919,non_longitudinal,NA,1,violent_identification,2,1628,1.2285012285012284
the problem of power_11.29.1919,longitudinal,gramsci,1,harm_justification,19,1800,10.555555555555555
the problem of power_11.29.1919,longitudinal,gramsci,1,violent_identification,0,1800,0
the problem of power_11.29.1919,non_longitudinal,NA,1,harm_justification,19,1800,10.555555555555555
the problem of power_11.29.1919,non_longitudinal,NA,1,violent_identification,0,1800,0
the state and revolution - lenin.pdf,non_longitudinal,NA,1,harm_justification,282,40005,7.049118860142483
the state and revolution - lenin.pdf,non_longitudinal,NA,1,violent_identification,4,40005,0.09998750156230471
the urban guerilla concept.pdf,non_longitudinal,NA,1,harm_justification,73,9362,7.797479171117283
the urban guerilla concept.pdf,non_longitudinal,NA,1,violent_identification,6,9362,0.640888698995941
the-lawful-and-the-prohibited-in-islam_text.pdf,non_longitudinal,NA,1,harm_justification,181,121566,1.48890314726157
the-lawful-and-the-prohibited-in-islam_text.pdf,non_longitudinal,NA,1,violent_identification,30,121566,0.24677952717042595
unions and councils_10.11.1919,longitudinal,gramsci,1,harm_justification,10,1864,5.364806866952789
unions and councils_10.11.1919,longitudinal,gramsci,1,violent_identification,0,1864,0
unions and councils_10.11.1919,non_longitudinal,NA,1,harm_justification,10,1864,5.364806866952789
unions and councils_10.11.1919,non_longitudinal,NA,1,violent_identification,0,1864,0
unions and the dictatorship_10.25.1919,longitudinal,gramsci,1,harm_justification,8,1634,4.8959608323133414
unions and the dictatorship_10.25.1919,longitudinal,gramsci,1,violent_identification,0,1634,0
unions and the dictatorship_10.25.1919,non_longitudinal,NA,1,harm_justification,8,1634,4.8959608323133414
unions and the dictatorship_10.25.1919,non_longitudinal,NA,1,violent_identification,0,1634,0
universal declaration of human rights.pdf,non_longitudinal,NA,1,harm_justification,6,1784,3.36322869955157
universal declaration of human rights.pdf,non_longitudinal,NA,1,violent_identification,0,1784,0
war is war_1.31.1921,longitudinal,gramsci,1,harm_justification,6,1201,4.995836802664447
war is war_1.31.1921,longitudinal,gramsci,1,violent_identification,0,1201,0
war is war_1.31.1921,non_longitudinal,NA,1,harm_justification,6,1201,4.995836802664447
war is war_1.31.1921,non_longitudinal,NA,1,violent_identification,0,1201,0
workers and peasants_1.3.1920,longitudinal,gramsci,1,harm_justification,1,878,1.1389521640091116
workers and peasants_1.3.1920,longitudinal,gramsci,1,violent_identification,0,878,0
workers and peasants_1.3.1920,non_longitudinal,NA,1,harm_justification,1,878,1.1389521640091116
workers and peasants_1.3.1920,non_longitudinal,NA,1,violent_identification,0,878,0
workers and peasants_8.2.1919,longitudinal,gramsci,1,harm_justification,11,1820,6.043956043956044
workers and peasants_8.2.1919,longitudinal,gramsci,1,violent_identification,0,1820,0
workers and peasants_8.2.1919,non_longitudinal,NA,1,harm_justification,11,1820,6.043956043956044
workers and peasants_8.2.1919,non_longitudinal,NA,1,violent_identification,0,1820,0
workers' democracy_6.21.1919,longitudinal,gramsci,1,harm_justification,11,1360,8.088235294117649
workers' democracy_6.21.1919,longitudinal,gramsci,1,violent_identification,0,1360,0
workers' democracy_6.21.1919,non_longitudinal,NA,1,harm_justification,11,1360,8.088235294117649
workers' democracy_6.21.1919,non_longitudinal,NA,1,violent_identification,0,1360,0
“Cultural-National” Autonomy_11.28.1913,longitudinal,lenin,1,harm_justification,7,1347,5.1967334818114335
“Cultural-National” Autonomy_11.28.1913,longitudinal,lenin,1,violent_identification,0,1347,0
“Disgrace” as the Capitalists and the Proletarians Understand It_5.5.1917,longitudinal,lenin,1,harm_justification,2,448,4.464285714285714
“Disgrace” as the Capitalists and the Proletarians Understand It_5.5.1917,longitudinal,lenin,1,violent_identification,0,448,0
